"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1321808","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Oceana","Station L-245","43.5008","-86.53133","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005, 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321809","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Oceana","Station L-260","43.5008","-86.55483","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005, 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321810","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Oceana","Station L-280","43.5008","-86.60367","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005, 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263237","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Oceana","Lake Michigan off Rothbury (Station L-2)","43.5083","-86.5313","reported","Accurate","Lake Michigan","04190000","2002","","","established","","Literature","","","Freshwater","18129","Database","2008","Great Lakes Information Network.","Invasive Species Mapping in Michigan: Data Downloads.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563112","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Oceana","[No locality description provided]","43.5083","-86.5313","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=438935 target = _blank >MISIN report ID 438935</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1562590","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","43.1033","-86.3667","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=439278 target = _blank >MISIN report ID 439278</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236958","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","Lake Michigan off Holland (Station C-3)","42.8195","-86.4737","reported","Accurate","Lake Michigan","04190000","2003","","","established","Depth 77 m","Literature","","","Freshwater","15973","Database","2003","Nalepa, Thomas.","Quagga and zebra mussel locations in southern Lake Michigan.","NOAA-GLERL.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556618","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","43.0412","-86.3332","reported","Accurate","Lake Michigan","04190000","2013","8","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=249319 target = _blank >MISIN report ID 249319</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236951","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","Lake Michigan (Station C-1) [NW of Holland]","42.8278","-86.2472","reported","Accurate","Lake Michigan","04190000","2003","","","established","Depth 20 m","Literature","","","Freshwater","15973","Database","2003","Nalepa, Thomas.","Quagga and zebra mussel locations in southern Lake Michigan.","NOAA-GLERL.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236955","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","Lake Michigan (Station C-2) [NW of Holland]","42.8278","-86.3023","reported","Accurate","Lake Michigan","04190000","2003","","","established","Depth 46 m","Literature","","","Freshwater","15973","Database","2003","Nalepa, Thomas.","Quagga and zebra mussel locations in southern Lake Michigan.","NOAA-GLERL.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236984","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","Lake Michigan [NW of Grand Haven] (Station EG-22)","43.1033","-86.3667","reported","Accurate","Lake Michigan","04190000","2003","","","established","Depth 45 m","Literature","","","Freshwater","15973","Database","2003","Nalepa, Thomas.","Quagga and zebra mussel locations in southern Lake Michigan.","NOAA-GLERL.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236960","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","Lake Michigan [W of Holland] (Station C-5)","42.8167","-86.8333","reported","Accurate","Lake Michigan","04190000","2003","","","established","Depth 157 m","Literature","","","Freshwater","15973","Database","2003","Nalepa, Thomas.","Quagga and zebra mussel locations in southern Lake Michigan.","NOAA-GLERL.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"237168","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","Lake Michigan off Grand Haven (Station H-31)","43.0412","-86.3332","reported","Accurate","Lake Michigan","04190000","2003","","","established","Depth 46 m","Literature","","","Freshwater","15973","Database","2003","Nalepa, Thomas.","Quagga and zebra mussel locations in southern Lake Michigan.","NOAA-GLERL.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556585","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","42.8167","-86.8333","reported","Accurate","Lake Michigan","04190000","2013","8","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=247594 target = _blank >MISIN report ID 247594</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556587","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","42.8195","-86.4737","reported","Accurate","Lake Michigan","04190000","2013","8","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=247628 target = _blank >MISIN report ID 247628</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556589","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","42.8278","-86.2472","reported","Accurate","Lake Michigan","04190000","2013","8","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=247696 target = _blank >MISIN report ID 247696</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556590","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","42.8278","-86.3023","reported","Accurate","Lake Michigan","04190000","2013","8","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=247691 target = _blank >MISIN report ID 247691</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556622","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","43.1033","-86.3667","reported","Accurate","Lake Michigan","04190000","2013","8","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=249836 target = _blank >MISIN report ID 249836</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1562577","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","43.0412","-86.3332","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=439281 target = _blank >MISIN report ID 439281</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1562477","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","42.8167","-86.8333","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=439280 target = _blank >MISIN report ID 439280</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1562479","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","42.8195","-86.4737","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=439284 target = _blank >MISIN report ID 439284</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1562483","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","42.8278","-86.2472","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=439134 target = _blank >MISIN report ID 439134</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1562485","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","[No locality description provided]","42.8278","-86.3023","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=439137 target = _blank >MISIN report ID 439137</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1757650","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Ottawa","Lake Michigan, west of Holland","42.82535","-86.30588","GNIS","Accurate","Lake Michigan","04190000","2016","6","23","","","Literature","","","","44834","Journal Article","2020","Gezon, N.R., D.W. Haywick, J.M. Sanders, I. Hewson, and K.B. Strychar","Circular Rep encoding single stranded (CRESS) DNA virus-like sequences detected in quagga mussels (Dreissena rostriformis bugensis) and sediments from the central Lake Michigan benthos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"279921","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Presque Isle","Lake Huron, at Calcite Port [Rogers City]","45.41395","-83.76653","reported","Accurate","Lake Huron","04240002","2011","9","28","established","Water Depth = 7.6 m","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321710","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Schoolcraft","Station 79612","45.9","-86.10533","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005, 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321711","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Schoolcraft","Station 81220","45.71","-86.409","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005, 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153612","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","St. Clair","Lake St. Clair [Anchor Bay]","42.6333","-82.7197","reported","Accurate","Lake St. Clair","04090002","2001","8","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263232","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","Lake Michigan [SW of South Haven] (Station EG-18). 57m.","42.2933","-86.6428","reported","Accurate","Lake Michigan","04190000","2002","","","established","","Literature","","","Freshwater","18129","Database","2008","Great Lakes Information Network.","Invasive Species Mapping in Michigan: Data Downloads.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"237161","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","Lake Michigan off South Haven (Station H-24)","42.3875","-86.3333","reported","Accurate","Lake Michigan","04190000","2003","","","established","Depth 19 m","Literature","","","Freshwater","15973","Database","2003","Nalepa, Thomas.","Quagga and zebra mussel locations in southern Lake Michigan.","NOAA-GLERL.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263231","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","Lake Michigan, Station EG-14 95m off South Haven","42.37833","-86.775","reported","Accurate","Lake Michigan","04190000","2002","","","established","","Literature","","","Freshwater","18129","Database","2008","Great Lakes Information Network.","Invasive Species Mapping in Michigan: Data Downloads.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263228","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","Lake Michigan Station B-4 129m depth off South Haven","42.39167","-87.01667","reported","Accurate","Lake Michigan","04190000","2002","","","established","","Literature","","","Freshwater","18129","Database","2008","Great Lakes Information Network.","Invasive Species Mapping in Michigan: Data Downloads.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236933","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","Lake Michigan off South Haven (Station B-2)","42.4","-86.4503","reported","Accurate","Lake Michigan","04190000","2003","","","established","Depth 47 m","Literature","","","Freshwater","15973","Database","2003","Nalepa, Thomas.","Quagga and zebra mussel locations in southern Lake Michigan.","NOAA-GLERL.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556479","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","[No locality description provided]","42.4","-86.59167","reported","Accurate","Lake Michigan","04190000","2013","8","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=244464 target = _blank >MISIN report ID 244464</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556474","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","[No locality description provided]","42.3875","-86.3333","reported","Accurate","Lake Michigan","04190000","2013","8","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=244368 target = _blank >MISIN report ID 244368</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556476","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","[No locality description provided]","42.39167","-87.01667","reported","Accurate","Lake Michigan","04190000","2013","8","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=244393 target = _blank >MISIN report ID 244393</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556478","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","[No locality description provided]","42.4","-86.4503","reported","Accurate","Lake Michigan","04190000","2013","8","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=244470 target = _blank >MISIN report ID 244470</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561906","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","[No locality description provided]","42.4","-86.4503","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=439287 target = _blank >MISIN report ID 439287</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561907","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","[No locality description provided]","42.4","-86.59167","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=438946 target = _blank >MISIN report ID 438946</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263227","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","Lake Michigan Station B-3 68 m depth off South Haven","42.4","-86.59167","reported","Accurate","Lake Michigan","04190000","2002","","","established","","Literature","","","Freshwater","18129","Database","2008","Great Lakes Information Network.","Invasive Species Mapping in Michigan: Data Downloads.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556136","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","[No locality description provided]","42.2933","-86.6428","reported","Accurate","Lake Michigan","04190000","2013","8","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=243477 target = _blank >MISIN report ID 243477</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
